trialID,nsdID
1732,61989
1733,206
1734,67485
1735,33012
1736,8837
1737,14738
1738,1159
1739,28983
1740,20626
1741,54559
1742,5892
1743,70984
1744,23556
1745,66508
1746,22153
1747,37872
1748,10400
1749,72089
1750,15254
1751,69732
1752,49713
1753,47512
1754,3592
1755,6274
1756,41191
1757,44555
1758,55566
1759,46180
1760,36834
1761,61414
1762,47560
1763,38236
1764,45352
1765,55002
1766,32307
1767,14705
1768,49705
1769,32307
1770,56522
1771,39789
1772,68382
1773,11333
1774,36321
1775,8774
1776,19682
1777,39645
1778,11072
1779,4753
1780,52580
1781,48028
1782,7395
1783,66175
1784,12685
1785,27995
1786,39256
1787,36626
1788,54256
1789,16133
1790,7748
1791,41191
1792,24541
1793,55878
1794,43412
1795,29303
1796,58689
1797,47621
1798,3171
1799,12593
1800,72074
1801,56143
1802,60268
1803,1159
1804,206
1805,60268
1806,62418
1807,72934
1808,55172
1809,39645
1810,15879
1811,43824
1812,39021
1813,25093
1814,47621
1815,72340
1816,6360
1817,11241
1818,58508
1819,12922
1820,4946
1821,9160
1822,36996
1823,58396
1824,52727
1825,60431
1826,18453
1827,68959
1828,31605
1829,51302
1830,64851
1831,40421
1832,38236
1833,43180
1834,30272
1835,15692
1836,56522
1837,42757
1838,17076
1839,21155
1840,61414
1841,41428
1842,37656
1843,6187
1844,56522
1845,39016
1846,25273
1847,53252
1848,37675
1849,20649
1850,26224
1851,58506
1852,49232
1853,61355
1854,8238
1855,45227
1856,6308
1857,15879
1858,11205
1859,45054
1860,43824
1861,64755
1862,37808
1863,49678
1864,38494
1865,50811
1866,11241
1867,71634
1868,16087
1869,51302
1870,46217
1871,62647
1872,38143
1873,27993
1874,67090
1875,93
1876,48398
1877,49413
1878,25588
1879,13139
1880,40876
1881,23538
1882,48453
1883,7297
1884,42462
1885,27423
1886,1181
1887,1278
1888,39208
1889,14055
1890,45577
1891,28069
1892,5987
1893,46180
1894,57497
1895,61305
1896,58591
1897,42613
1898,34487
1899,47471
1900,58403
1901,68729
1902,16367
1903,3715
1904,40864
1905,15040
1906,53252
1907,50809
1908,61305
1909,23783
1910,7940
1911,55002
1912,15254
1913,38306
1914,51451
1915,20626
1916,62654
1917,46225
1918,70823
1919,19970
1920,48182
1921,1361
1922,37335
1923,21715
1924,10929
1925,16133
1926,32075
1927,40013
1928,50507
1929,45344
1930,55562
1931,68476
1932,13895
1933,18764
1934,3506
1935,32509
1936,53500
1937,49076
1938,21394
1939,71739
1940,69365
1941,69130
1942,70177
1943,27873
1944,6657
1945,33084
1946,11376
1947,58173
1948,13739
1949,57028
1950,47475
1951,53071
1952,2693
1953,39256
1954,32377
1955,38715
1956,36418
1957,14106
1958,38898
1959,60431
1960,22451
1961,16367
1962,7935
1963,38768
1964,20649
1965,2711
1966,55562
1967,33188
1968,32051
1969,8238
1970,53288
1971,12921
1972,57234
1973,62015
1974,20194
1975,22215
1976,38898
1977,67383
1978,12322
1979,11132
1980,47512
1981,10929
1982,37808
1983,22967
1984,7297
1985,67803
1986,39645
1987,10934
1988,47070
1989,15240
1990,44230
1991,23375
1992,40013
1993,3096
1994,17265
1995,72937
1996,8807
1997,29282
1998,2711
1999,12596
2000,43304
2001,40795
2002,43769
2003,21279
2004,27529
2005,30564
2006,27059
2007,69162
2008,57852
2009,47939
2010,68476
2011,70775
2012,60393
2013,56314
2014,44844
2015,43966
2016,33188
2017,31022
2018,38753
2019,71113
2020,13873
2021,47471
2022,7748
2023,41887
2024,68285
2025,15692
2026,40924
2027,54559
2028,21066
2029,68896
2030,63391
2031,61875
2032,70848
2033,51649
2034,47239
2035,39810
2036,64352
2037,72828
2038,11638
2039,49575
2040,58692
2041,33336
2042,59101
2043,2693
2044,44443
2045,50095
2046,30479
2047,56314
2048,33188
2049,25386
2050,21553
2051,50610
2052,8358
2053,32464
2054,14553
2055,32306
2056,11548
2057,61355
2058,22120
2059,21245
2060,13739
2061,36770
2062,28442
2063,13739
2064,32509
2065,36770
2066,13662
2067,69365
2068,44255
2069,9227
2070,61414
2071,200
2072,23739
2073,72056
2074,40423
2075,6603
2076,61864
2077,19878
2078,32611
2079,2459
2080,35004
2081,18764
2082,70308
2083,56003
2084,43923
2085,38343
2086,66102
2087,22967
2088,1853
2089,61863
2090,36321
2091,41528
2092,49259
2093,39818
2094,200
2095,43958
2096,13451
2097,47070
2098,16532
2099,33628
2100,63026
2101,22214
2102,27224
2103,2272
2104,31747
2105,29881
2106,3592
2107,43211
2108,14856
2109,56314
2110,17265
2111,19014
2112,28595
2113,5656
2114,21394
2115,62015
2116,35506
2117,53962
2118,37808
2119,15688
2120,34172
2121,33093
2122,38898
2123,46468
2124,67383
2125,4260
2126,42764
2127,38466
2128,28928
2129,53962
2130,7379
2131,41032
2132,16692
2133,17265
2134,58403
2135,36171
2136,19648
2137,43352
2138,57354
2139,15240
2140,26297
2141,70823
2142,40876
2143,40240
2144,24422
2145,27059
2146,11521
2147,21715
2148,70308
2149,65091
2150,62418
2151,55857
2152,64755
2153,51649
2154,41436
2155,17096
2156,15040
2157,9147
2158,32509
2159,39418
2160,22883
2161,32075
2162,4729
2163,38126
2164,66811
2165,12379
2166,38753
2167,13047
2168,59101
2169,54468
2170,57435
2171,3649
2172,32414
2173,69134
2174,35092
2175,52756
2176,27736
2177,8159
2178,18028
2179,32051
2180,42764
2181,46514
2182,70598
2183,54852
2184,58883
2185,61863
2186,49351
2187,13776
2188,9147
2189,65454
2190,22120
2191,22478
2192,13269
2193,8447
2194,35229
2195,61875
2196,57028
2197,13269
2198,67204
2199,40024
2200,50809
2201,35325
2202,23599
2203,16367
2204,29196
2205,3680
2206,70308
2207,44299
2208,47483
2209,27003
2210,69134
2211,55597
2212,5987
2213,25268
2214,60496
2215,14577
2216,43385
2217,26362
2218,2285
2219,50610
2220,42823
2221,69462
2222,71
2223,48640
2224,72002
2225,750
2226,29935
2227,6071
2228,61864
2229,18028
2230,67599
2231,60393
2232,7379
2233,40512
2234,22214
2235,30187
2236,12593
2237,48606
2238,67204
2239,50507
2240,54698
2241,52642
2242,62015
2243,63887
2244,1278
2245,50963
2246,27149
2247,13842
2248,53876
2249,41528
2250,53587
2251,26125
2252,35246
2253,27204
2254,68391
2255,23978
2256,43362
2257,53587
2258,39767
2259,52733
2260,52733
2261,62584
2262,72791
2263,49575
2264,62528
2265,19763
2266,63062
2267,48021
2268,18028
2269,13269
2270,51800
2271,39291
2272,25268
2273,49170
2274,26002
2275,47988
2276,50809
2277,10868
2278,2272
2279,11767
2280,57578
2281,23980
2282,42764
2283,43362
2284,35229
2285,71113
2286,28751
2287,41870
2288,47621
2289,33000
2290,14577
2291,71735
2292,62548
2293,35004
2294,46890
2295,70890
2296,61093
2297,70775
2298,16917
2299,10868
2300,41528
2301,28743
2302,53962
2303,22939
2304,9147
2305,13208
2306,61113
2307,13208
2308,65518
2309,58403
2310,56723
2311,72002
2312,53037
2313,13776
2314,16752
2315,29469
2316,23931
2317,65091
2318,69462
2319,11159
2320,2182
2321,49170
2322,25002
2323,1510
2324,64110
2325,14629
2326,25284
2327,19895
2328,67353
2329,61875
2330,20825
2331,15688
2332,66102
2333,13808
2334,27149
2335,61290
2336,45671
2337,5484
2338,14553
2339,27003
2340,21520
2341,22886
2342,22879
2343,53554
2344,32701
2345,58535
2346,7034
2347,44869
2348,33930
2349,40957
2350,29196
2351,53976
2352,63707
2353,25032
2354,33093
2355,29511
2356,44464
2357,59586
2358,45734
2359,72930
2360,40189
2361,31245
2362,12308
2363,65518
2364,51251
2365,3269
2366,61361
2367,61093
2368,25111
2369,70372
2370,4444
2371,27736
2372,44316
2373,44464
2374,30187
2375,12921
2376,20164
2377,29469
2378,21953
2379,9193
2380,28170
2381,22495
2382,65609
2383,36192
2384,40423
2385,45522
2386,6441
2387,4476
2388,51800
2389,637
2390,13716
2391,67599
2392,21566
2393,12921
2394,67908
2395,24647
2396,22939
2397,23978
2398,27102
2399,42169
2400,42941
2401,55506
2402,26419
2403,70598
2404,14620
2405,72134
2406,60126
2407,16318
2408,23026
2409,65341
2410,6603
2411,17300
2412,46113
2413,70598
2414,14626
2415,52275
2416,2271
2417,32168
2418,67908
2419,43891
2420,11159
2421,41760
2422,11125
2423,5030
2424,28806
2425,14419
2426,22048
2427,22214
2428,33412
2429,48351
2430,23978
2431,47369
2432,11123
2433,19765
2434,22352
2435,29455
2436,31801
2437,21186
2438,17504
2439,36480
2440,45185
2441,39970
2442,55831
2443,42169
2444,67671
2445,37897
2446,68391
2447,28595
2448,27279
2449,25928
2450,11376
2451,34824
2452,19320
2453,39767
2454,37842
2455,38936
2456,53511
2457,25111
2458,71
2459,11027
2460,41870
2461,16532
2462,66102
2463,25250
2464,6603
2465,55506
2466,68339
2467,16649
2468,3570
2469,57953
2470,13386
2471,5929
2472,37034
2473,20132
2474,34644
2475,57953
2476,66776
2477,2182
2478,24984
2479,24322
2480,47542
2481,3710
2482,14986
2483,29196
2484,21950
2485,10824
2486,67779
2487,29500
2488,62548
2489,20026
2490,42889
2491,27326
2492,27278
2493,14417
2494,55384
2495,72395
2496,8444
2497,64155
2498,60692
2499,52136
2500,24921
2501,28240
